Index, Number Set(), Number, User Input, T/F, Time(ms)
0 (6 5 1 7 2 3 ),8,True,False,1790
1 (7 6 1 3 4 2 ),5,False,True,291
2 (8 1 6 5 2 3 ),7,True,False,265
3 (3 6 4 8 2 5 ),2,False,False,265
4 (6 3 1 4 7 2 ),5,True,False,266
5 (5 7 4 2 1 3 ),2,True,True,231
6 (3 2 1 8 6 7 ),6,True,True,212
7 (8 5 6 7 4 2 ),3,True,False,87
8 (6 5 7 1 8 2 ),1,True,True,169
9 (1 8 2 4 5 3 ),7,True,False,423
10 (5 8 6 3 4 7 ),8,True,True,296
11 (7 2 3 5 6 4 ),7,True,True,213
12 (1 6 3 7 5 4 ),5,True,True,84
13 (6 5 7 2 8 3 ),4,True,False,161
14 (4 1 6 7 8 2 ),5,True,False,62
15 (6 2 1 4 3 7 ),8,True,False,204
16 (4 6 5 3 8 1 ),8,True,True,103
17 (4 3 5 2 8 1 ),4,True,True,42
18 (3 7 5 4 8 6 ),2,True,False,147
19 (5 2 3 4 6 1 ),4,True,True,149
