Index, Number Set(), Number, User Input, T/F, Time(ms)
0 (5 2 4 8 ),1,True,False,279
1 (3 1 4 5 ),7,True,False,241
2 (5 7 2 4 ),2,True,True,105
3 (7 8 4 1 ),3,True,False,573
4 (5 6 7 1 ),4,True,False,274
5 (8 4 7 6 ),4,True,True,239
6 (3 7 4 1 ),5,True,False,259
7 (4 7 2 6 ),4,True,True,153
8 (7 6 2 4 ),2,True,True,154
9 (8 2 1 4 ),3,True,False,142
10 (5 6 3 8 ),5,True,True,230
11 (8 5 1 6 ),3,True,False,97
12 (1 3 6 5 ),2,True,False,218
13 (6 1 5 4 ),8,True,False,170
14 (4 1 3 7 ),2,True,False,102
15 (1 2 4 7 ),1,True,True,155
16 (5 7 2 1 ),2,True,True,251
17 (5 7 8 2 ),7,True,True,100
18 (2 7 4 8 ),4,True,True,84
19 (6 4 1 2 ),6,True,True,177
