Index, Number Set(), Number, User Input, T/F, Time(ms)
0 (3 2 1 ) , 2,False,False,606
1 (3 5 7 ) , 8,False,True,261
2 (8 5 3 ) , 5,False,False,286
3 (7 1 3 ) , 4,False,True,246
4 (2 7 3 ) , 7,False,False,258
5 (4 5 6 ) , 1,False,True,243
6 (3 7 1 ) , 8,False,True,258
7 (8 7 5 ) , 2,False,True,244
8 (8 5 2 ) , 7,False,True,242
9 (4 6 8 ) , 4,False,False,235
10 (2 8 4 ) , 7,False,True,218
11 (4 1 3 ) , 6,False,True,224
12 (7 8 4 ) , 5,False,True,71
13 (7 4 8 ) , 4,False,False,164
14 (7 3 6 ) , 7,False,False,215
15 (6 5 4 ) , 6,False,False,214
16 (6 3 4 ) , 1,False,True,169
17 (3 4 5 ) , 3,False,False,142
18 (4 8 3 ) , 8,False,False,210
19 (6 1 3 ) , 1,False,False,217
